Link_Titolo,Nome,aiconalt,Visualizzazione,Visualizzazione1
https://www.amazon.it/portal/customer-reviews/srp/-/R3LPRDX8TRVKEN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Cliente Amazon,"5,0 su 5 stelle",Recensito in Italia il 16 ottobre 2024,"Uso il telefono da 1 settimana, prime impressioni ottime. Prende molto meglio del mio vecchio telefono, con il quale avevo problemi con internet soprattutto nelle ore serali. Foto ottime anche quando la luce è molto scarsa. La batteria, di cui si legge di tutto online, in realtà non mi sta dando pensieri. La ricarica adattativa notturna sulla base della sveglia del giorno dopo la trovo molto utile e intelligente. La batteria dura comunque più di 24h se non si fa un uso smodato e fa la giornata tranquillamente anche se sotto stress, vedremo se durerà. Google regala un'esperienza minimal ed elegante che avevo trovato solo in apple.
"
https://www.amazon.it/portal/customer-reviews/srp/-/R13LN1W3Q4N76A/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,LUCA,"5,0 su 5 stelle",Recensito in Italia il 13 settembre 2025,"Da ex utilizzatore di iPhone non avrei mai pensato un telefono mi avrebbe convinto a non tornare più indietro.
Ormai la serie pixel ha davvero tutto quello che si può desiderare ed anche di più! Pratico, adattabile, personalizzabile al mast, batteria impressionante (con uso intensivo si arriva a sera anche con 40% di carica).
Sorprendente
"
https://www.amazon.it/portal/customer-reviews/srp/-/R1JWF9IXDF9RY4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,fabio,"5,0 su 5 stelle",Recensito in Italia il 24 febbraio 2026,"Arrivato nei tempi previsti. Buon prodotto come da descrizione. Materiale ok.
"
https://www.amazon.it/portal/customer-reviews/srp/-/R3VU5ZL538DKCU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Michele,"3,0 su 5 stelle",Recensito in Italia il 13 settembre 2025,"Buon telefono ma mi aspettavo di più da un pixel. Fa delle foto molto belle, peccato per la batteria che dura pochino e il lettore delle impronte digitali che è pessimo.
Nel complesso non lo ricomprerei. Ce ne sono di migliori allo stesso prezzo.
"
https://www.amazon.it/portal/customer-reviews/srp/-/R1CD5JD46TKKHU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,CraZyAle84,"5,0 su 5 stelle",Recensito in Italia il 30 ottobre 2024,"Pixel è Pixel, deve piacere (o meno). Personalmente amo la UI stock di Google. L’ho acquistato da poco ma per ora non ho riscontrato problemi nè di durata batteria nè tantomeno di surriscaldamenti vari, nonostante leggendo i commenti noto che molti si sono lamentati di ciò. Ma si sa, certa compra senza sapere, specie in italia dove le persone si meriterebbero aolo un bel Brondi. Ovviamente non è un battery phone, e altrettanto ovviamente non è un telefono studiato per passarci le ore a giocare. La giornata con uso medio/intenso la copre senza problemi. Piccolo, leggero, comodissimo nell’uso quotidiano. Io lo consiglio sicuramente
"
https://www.amazon.it/portal/customer-reviews/srp/-/RMKDLSZP3FSAJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Arashi_Tsunade,"5,0 su 5 stelle",Recensito in Italia il 7 febbraio 2025,"Provengo da un pixel 4a e certo, questo è un po' più grande... Differenze minime ma non ho di che lamentarmi, la batteria dura molto di più mentre la fotocamera è un filino superiore... Dopo 4 generazioni mi aspettavo ben altro.

Solito display tendente al freddo non regolabile ma nel complesso il telefono va bene, veloce, fluido, reattivo e affidabile, buono il suono sia in chiamata che in riproduzione musicale che viene riprodotta in stereo con un volume abbastanza alto.

Lo consiglio.
"
https://www.amazon.it/portal/customer-reviews/srp/-/R2J7ICWUZM1LJY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,MCee,"4,0 su 5 stelle",Recensito in Italia il 12 agosto 2024,"La mia unica lamentela è l'orribile lettore di impronte digitali. Funziona molto meglio in situazioni di scarsa illuminazione e non è ancora il migliore. Oltre a ciò, la fotocamera frontale è fantastica, la fotocamera selfie è molto buona. Il sistema operativo è fluido e tutto si carica rapidamente. Essendo un telefono Google, ricevi gli aggiornamenti Android più velocemente di chiunque altro.
"
https://www.amazon.it/portal/customer-reviews/srp/-/R3AX6UT4IEK6WC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Pietro Vazzano,"5,0 su 5 stelle",Recensito in Italia il 25 gennaio 2026,"Cover perfetta materiale buono che si adatta perfettamente allo smartphone. Veramente un buon acquisto .
"
https://www.amazon.it/portal/customer-reviews/srp/-/R29ILV3ETYJAE6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Carlo,"3,0 su 5 stelle",Recensito in Italia il 18 giugno 2024,"Ottima estetica, ottimi materiali, ottima ergonomia, ottime foto per un medio gamma, batteria nella media dei compatti, ricezione mediocre, fin qui restiamo nella norma e tuttavia, a mio avviso, lo schermo è il punto debole. Bassa luminosità, scarsa definizione, qualità da medio-base gamma. Provenivo da un iPhone 13 con un pannello decisamente migliore, e i 120 hertz del pixel non bastano a colmare il divario. Addirittura imbarazzante rispetto ai pannelli Samsung anche medio gamma. Il software è estremamente versatile, piacevolissimo il feed back aptico, quindi sconsiglio questo device a chi necessita di uno schermo ben visibile e di alta qualità. Una ricarica incredibilmente lenta mi porta le tre stelle che gli assegno più un attestato di simpatia che di valore.
"
https://www.amazon.it/portal/customer-reviews/srp/-/RU2M5VQF698TI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Alex,"3,0 su 5 stelle",Recensito in Italia il 4 settembre 2024,"Dopo anno, mi sono deciso ad abbandonare telefoni di fascia medio bassa per provare un'esperienza pixel. Purtroppo sono rimasto decisamente insoddisfatto. Lento, continuo impuntamenti, settaggi da ripristinare.. carica di una lentezza impressionante tutte cose che con il mio vecchio Realme 6pro (pagato 200€ 4 anni fa) riuscivo a fare al doppio della velocità. So certo la fotocamera non è comparabile ma davvero non riesco a capire come sia possibile che un pixel 8a abbia prestazioni così...scusate ma la mia esperienza dice questo...scarse! Spero che i prossimi aggiornamenti possano rendere il tutto più fluido, ma per ora me lo tengo così anche se la tentazione di restituirlo e molto forte.
"
https://www.amazon.it/portal/customer-reviews/srp/-/R3GS8ZOTUDAUSB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Donatella,"5,0 su 5 stelle",Recensito in Italia il 17 maggio 2025,"Google Pixel 8A ha soddisfatto le mie esigenze, perché è veloce ed affidabile ed è compatibile con tutte le app che mi servono, anche quelle per lo Sport! Secondo me, ha solo un vero difetto cioè non avere lo slot per le schede micro SD: sarebbe stato utile per salvarci le foto che questo telefono fa ottimamente...
Penso che anche il rapporto qualità-prezzo sia buono ed apprezzo la resistenza all'acqua.
"
https://www.amazon.it/portal/customer-reviews/srp/-/R1K0232K1RBN45/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Marco,"5,0 su 5 stelle",Recensito in Italia il 5 settembre 2025,"Ottimo livello per la fascia del modello. Viene aggiornato spesso. Fotocamera ok. Riprese video ok. Assistente IA presente. Il design è carino ed i colori valorizzano.
La ricarica è impostabile a ritmo dedicato sulle ore di sonno per una più duratura batteria. Acquisto valido.
"
https://www.amazon.it/portal/customer-reviews/srp/-/R7IWF7413Z0ZN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Paolo,"5,0 su 5 stelle",Recensito in Italia il 21 febbraio 2025,"Dopo aver visto numerose recensioni e pippe sulla durata della batteria, surriscaldamento, bande nere fastidiose ho deciso di comprare lo stesso il prodotto. Arrivato stamattina si presenta benissimo. Le bande nere nell'utilizzo quotidiano neanche mi accorgo che ci sono. Alle ore 22.50 la batteria è al 42% per un utilizzo ""normale"" dalle 9 del mattino, anzi essendo il primo giorno l'ho smanettato anche di più. Sono molto soddisfatto. Nessun riscaldamento per un utilizzo senza eccessi.
"
https://www.amazon.it/portal/customer-reviews/srp/-/R3HDMBJF9MHDPP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Michael,"5,0 su 5 stelle",Recensito in Italia il 3 gennaio 2025,"Il telefono è ottimo per il rapporto qualità-prezzo. Offre tanto ed è molto comodo per chi ha usato sempre Google per archivi ed email. Inoltre è molto veloce e la batteria dura tanto, ovviamente se non viene usato il display 120hz perché consuma un po' di più ma senza preoccupazioni di restare senza batteria. Il pixel 8a ha lo schermo più piccolo rispetto ad altri telefono ma è un grande vantaggio perché risulta molto maneggevole anche con una mano.
"
https://www.amazon.it/portal/customer-reviews/srp/-/R38WIVYJNF8JVF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Sabino,"5,0 su 5 stelle",Recensito in Italia il 21 ottobre 2025,"acquistato perchè il Pixel è l unico ad avere i sottotitoli durante le chiamate. Utile quando devo parlare con gli l'assistenza tecnica in sedi estere e non capisco un H
"
https://www.amazon.it/portal/customer-reviews/srp/-/R2Y48UTN3NYGMF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Filippo,"5,0 su 5 stelle",Recensito in Italia il 30 maggio 2025,"Cercavo un telefono con sistema operativo android puro. Senza le classiche customizzazioni di Samsung, Huawei, Oppo ecc...
Questo perché spesso sono buggati e non funzionano benissimo ed hanno bisogno di costanti aggiornamenti.
La stabilità del sistema, l'integrazione perfetta di Android, lo rendano equiparabile a Apple, anzi, lo preferisco soprattutto per i costi molto più contenuti. Il prossimo telefono sarà sicuramente un altro PIXEL.
"
https://www.amazon.it/portal/customer-reviews/srp/-/R1XXDFPA237I9V/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Franek,"4,0 su 5 stelle",Recensito in Italia il 9 settembre 2024,"non ho dato 5 stelle perché, anche se ormai è tendenza consolidata, è assurdo che per 500€ di telefono non ci sia più il caricabatterie. se il cavetto non fosse stato compatibile con il mio notebook sarei rimasto senza telefono. la batteria era al 30% all'arrivo
"
https://www.amazon.it/portal/customer-reviews/srp/-/R1DAGO558UFTBT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Oleh,"3,0 su 5 stelle",Recensito in Italia il 25 gennaio 2025,"La batteria si ricarica LENTAMENTE che impossibile di sopportare!!!Se devi uscire e voi lasciare per un mezzo ora di ricaricare non riuscirai mai solo 10% più.Solo lasciando ricaricare per la note poi ricaricare al 100%
Ogni tanto si spegne e pensi che cosa adesso successo?E morto?Dopo solo riavviando poi avviare quel smartphone.
Camera frontale senza focus e viso diventa come se non messo a fuoco.Acettabile si però vorrei che pixel 9a uscisse senza questi problemi.
"
https://www.amazon.it/portal/customer-reviews/srp/-/R15E8PV6Z94L9O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Daniela,"3,0 su 5 stelle",Recensito in Italia il 3 settembre 2025,"Dopo aver avuto il pixel 6A ho acquistai questo con ottime aspettative relative alla fotocamera sono rimasta delusa dalla qualità delle foto
"
https://www.amazon.it/portal/customer-reviews/srp/-/RHDGR57NAY1TD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Tolunay,"5,0 su 5 stelle",Recensito in Italia il 13 aprile 2025,"Che dire? Funziona bene, e si aggiorna spesso. La batteria è più che sufficiente per un utilizzo business. È ovvio che non è uno smartphone per gaming, e non vuole neanche esserlo (a parte il fatto che io non capisca il concetto dello smartphone per gaming). Inoltre, la parte telefonica va molto meglio del mio vecchio iPhone 12: il segnale telefonico lo riceve dappertutto.
"
https://www.amazon.it/portal/customer-reviews/srp/-/R38LJ5Z3XPIW1M/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Emanuele Volpe,"4,0 su 5 stelle",Recensito in Italia il 10 novembre 2024,"Il telefono è un buon telefono,
Xò scalda tanto, il display a volte sfarfalla, lo sblocco schermo con impronta funziona 4 volte si e sei volte no. Nel complesso mi piace xchè è aggiornatissimo e non è un padellone
"
https://www.amazon.it/portal/customer-reviews/srp/-/R1LH6H2E9S6CV6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Dario,"5,0 su 5 stelle",Recensito in Italia il 14 gennaio 2026,"Ottima cover protettiva per fotocamera.
Fa il suo lavoro.
"
https://www.amazon.it/portal/customer-reviews/srp/-/R1LQX4Y34XA2OO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Mattia T.,"5,0 su 5 stelle",Recensito in Italia il 3 dicembre 2025,"Regalati alla mia ragazza, oggi 02/12/25 dopo oltre un anno va da dio ed è felicissima
"
https://www.amazon.it/portal/customer-reviews/srp/-/RTXNF1TIGF2AP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Andrea,"5,0 su 5 stelle",Recensito in Italia il 21 aprile 2025,"Miglior acquisto negli ultimi 10 anni.
Stanco di telefoni cinesi con 1000 blotware, spyware, e pubblicità a caso che diventano lenti dopo 2 anni, decido di acquistare un Pixel per via dei 7 anni di aggiornamenti e la pulizia del sistema operativo.
Mai scelta fu più saggia e l'8a è uno dei migliori compromessi per qualità prezzo che si possa trovare.
"
https://www.amazon.it/portal/customer-reviews/srp/-/R15CMME8DZ84Q6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Antonella,"3,0 su 5 stelle",Recensito in Italia il 25 aprile 2025,"Preso in offerta a 349, lo volevo da tanto. La cosa positiva è che è un po' più piccolo degli altri smartphone, ma credo farò il reso poiché la batteria dura veramente poco e la ricarica è veramente lenta. L'audio è veramente strano, ovattato... O è difettato o non è il cellulare adatto a me.
"
https://www.amazon.it/portal/customer-reviews/srp/-/R3UANYMJLCVMOU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Elena Frizzarin,"5,0 su 5 stelle",Recensito in Italia il 20 ottobre 2024,"Ho comprato il cellulare prima di una vacanza per essere sicura di poter fare sia tante foto ma anche che la batteria durasse per tutto il giorno. Il risultato sono state tante belle foto e grazie all'AI sono stata in grado di modificarle velocemente! Inoltre la ricarica adattiva permetteva di caricare il telefono a bassa velocità per tutta la notte e la batteria reggeva per due giorni nonostante l'utilizzo costante di google maps e social.
"
https://www.amazon.it/portal/customer-reviews/srp/-/R3Q57XACWFFQ65/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,francesco,"5,0 su 5 stelle",Recensito in Italia il 3 gennaio 2026,"Grande telefono per il prezzo. Lo ricomprerei
"
https://www.amazon.it/portal/customer-reviews/srp/-/R2GXNXYV61NEUR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,VG,"2,0 su 5 stelle",Recensito in Italia il 1 agosto 2025,"Avevo letto lamentele sulla scarsa durata della batteria, ma ho deciso comunque di acquistare un Pixel. Purtroppo le critiche erano fondate: anche con un utilizzo moderato, la batteria arriva sempre scarica al tardo pomeriggio.
Per fare un confronto, con un Galaxy A52 aziendale e un uso simile, la batteria dura decisamente di più.
Inoltre, negli ultimi tempi ho notato rallentamenti frequenti che mi costringono a riavviare il dispositivo.
Apprezzo gli aggiornamenti mensili regolari e il prezzo onesto, ma per il prossimo acquisto valuterò un Motorola — ne sento parlare molto bene.
"
https://www.amazon.it/portal/customer-reviews/srp/-/R1FQT7EN1UKOCZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,luciano passaia,"4,0 su 5 stelle",Recensito in Italia il 15 novembre 2024,"Piccolo ma potente e leggerissimo fotocamera eccellente unico neo la batteria non arrivi a sera o pomeriggio specialmente se lo usi di continuo
"
https://www.amazon.it/portal/customer-reviews/srp/-/R2WNGDQ3FYAAPE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Veronica D.,"5,0 su 5 stelle",Recensito in Italia il 6 agosto 2025,"Che dire, il telefono era un medio gamma con un ottima fotocamera!

La mamma ringrazie, finalmente può mettere su facebook foto di qualità =)

Ottimo per i boomer
"
https://www.amazon.it/portal/customer-reviews/srp/-/R7QTLCSJXR5NX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Cliente Amazon,"4,0 su 5 stelle",Recensito in Italia il 6 marzo 2025,"Ottimo rapporto qualità / prezzo.
"
https://www.amazon.it/portal/customer-reviews/srp/-/RTSAUB4CEV5VU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,SamueleA,"4,0 su 5 stelle",Recensito in Italia il 7 luglio 2024,"E' arrivato veloce, l'ho acquistato a rate con amazon. 4 stelle perchè secondo me non è così performante rispetto al costo che secondo me è un po alto.
"
https://www.amazon.it/portal/customer-reviews/srp/-/R2RXN4ZTU0RPI3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Gianluca Rivetti,"5,0 su 5 stelle",Recensito in Italia il 11 novembre 2024,"Premetto che possedevo un pixel 6a rimandato indietro per problemi all'ingresso con l'alimentatore e pagao 350 euro 1 anno e mezzo fa e con il reso ho subìto acquistato questo pixel 8a a 399. Devo dire molto bello esteticamente di fattura nettamente superiore nonché di prestazioni, un grande passo avanti con pochi euro di differenza. Ottimo acquisto consiglio.
"
https://www.amazon.it/portal/customer-reviews/srp/-/R3HQOKQMYWTOGX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,p48l0,"4,0 su 5 stelle",Recensito in Italia il 8 ottobre 2024,"Lo smartphone non ė male... Ma non ha niente di così eccezionale che ti fa mettere 5 stelle.
"
https://www.amazon.it/portal/customer-reviews/srp/-/RFE92Y3BTODQI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Cliente Amazon,"3,0 su 5 stelle",Recensito in Italia il 25 novembre 2024,"Dal marchio che sviluppa il sistema operativo mi aspettavo di più. La batteria non arriva a 3/4 ore con uso medio, il sistema operativo poteva essere ottimizzato meglio visto che fanno tutto in casa, scalda abbastanza in fase di utilizzo intensiva. In sintesi un telefono decente ma a quel prezzo trovi di meglio.
"
https://www.amazon.it/portal/customer-reviews/srp/-/R135VP86JKUHHP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,MVan,"5,0 su 5 stelle",Recensito in Italia il 14 dicembre 2024,"Acquistato approfittando delle offerte per il BF per sostituire uno smartphone che aveva ormai fatto il suo tempo.
Non sono un maniaco dei cellulari ma le prestazioni e le funzionalità sono in linea con le mie aspettative.
La durata della carica della batteria non mi pare così disastrosa come descritta in altre recensioni.
"
https://www.amazon.it/portal/customer-reviews/srp/-/R3SLAEWNLLDHGV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Dario,"5,0 su 5 stelle",Recensito in Italia il 30 giugno 2025,"ottima combinazione tra vetro temperato (2 pezzi) e la cover. La cover presenta un fondo di plastica rigida. viene dichiarata come anti-ingiallimento e vedremo nel tempo se è vero
"
https://www.amazon.it/portal/customer-reviews/srp/-/R19UQTC98A9956/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Marchio,"5,0 su 5 stelle",Recensito in Italia il 29 novembre 2024,"Che dire ottimo telefono aggiornamenti per 7 anni veloce, si ha le cornici spesse per il resto niente da dire. Batteria dura tranquillamente più di un giorno con utilizzo basso anche due giorni, materiali ottimi la plastica posteriore è ottima non fa rimpiangere il vetro.
Prezzo qualità ottimo.
"
https://www.amazon.it/portal/customer-reviews/srp/-/R3JKFEK9DUA4IA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Fabio,"4,0 su 5 stelle",Recensito in Italia il 8 agosto 2024,"Mi trovo bene buon sistema operativo, si devono impostare le giuste impostazioni e la batteria dura anche 2 giorni
"
https://www.amazon.it/portal/customer-reviews/srp/-/R36Q37DTM958C3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,alberto,"4,0 su 5 stelle",Recensito in Italia il 3 luglio 2024,"ottimo smartphone, di piccole dimensioni ma eccellenti prestazioni. ottime foto, la batteria, tanto temuta, in realta dura parecchio, ha la ricarica wireless!!! unico neo: prezzo elevato
"
https://www.amazon.it/portal/customer-reviews/srp/-/R17H7Y3FGE033L/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,User-303,"2,0 su 5 stelle",Recensito in Italia il 25 dicembre 2025,"Ottimo smartphone, bel colore, software molto buono e molto aggiornato. Purtroppo nel mio caso non funzionava il sensore fingerprint
"
https://www.amazon.it/portal/customer-reviews/srp/-/R6YM3GJ0CFZQY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,christian,"5,0 su 5 stelle",Recensito in Italia il 27 novembre 2025,"Pixel 100%
"
https://www.amazon.it/portal/customer-reviews/srp/-/R2W4THMQC274J7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Giovanni S.,"5,0 su 5 stelle",Recensito in Italia il 26 agosto 2025,"Ottimo smarphone acqusitato ad un prezzo vantaggioso e di buona qualità, arrivato in tempi rapidi
"
https://www.amazon.it/portal/customer-reviews/srp/-/RTA96I5V8FYR2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,AmazonCustomer,"5,0 su 5 stelle",Recensito in Italia il 13 luglio 2024,"Non cambio spesso il mio telefono. Ho sempre voluto provare Google e questa volta l'ho fatto. Dopo 1 mese di utilizzo sono davvero soddisfatto di tutti gli aspetti del telefono. La velocità è ottima e ho accesso a Gemini AI di Google sul mio telefono. La fotocamera scatta buone foto, anche di notte! In generale, direi che è un ottimo telefono per l'uso quotidiano.
"
https://www.amazon.it/portal/customer-reviews/srp/-/R2ON8NYLNV8AJW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Alessio_84,"5,0 su 5 stelle",Recensito in Italia il 22 settembre 2024,"Smartphone molto pratico, costruzione solida, materiali ottimi, maneggevolezza il suo valore aggiunto; in una parola, pragmatico comprendente tutte le funzionalità IA di Google con un lungo supporto software di 7 anni. Un investimento per chiunque abbia bisogno di uno smartphone affidabile, prodotto direttamente da chi proprietario del sistema operativo con una incredibile integrazione.
"
https://www.amazon.it/portal/customer-reviews/srp/-/R3P5IGDV2KOXPX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Sandro,"5,0 su 5 stelle",Recensito in Italia il 20 settembre 2025,"Uno dei migliori smartphone che ho mai avuto
"
https://www.amazon.it/portal/customer-reviews/srp/-/R14HC8XWPKQ7JI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Glauco Renella,"4,0 su 5 stelle",Recensito in Italia il 29 giugno 2024,"Aspetto ancora un po' per avere una completa esperienza, ma per il momento sembra tutto ok.
"
https://www.amazon.it/portal/customer-reviews/srp/-/R36Z1IESNIRYZ5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Gio,"5,0 su 5 stelle",Recensito in Italia il 1 settembre 2025,"E' tutto come in descrizione, telefono resistente e bello. Consiglio
"
https://www.amazon.it/portal/customer-reviews/srp/-/R1BRAPV00Y17UR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Veronica,"1,0 su 5 stelle",Recensito in Italia il 10 maggio 2026,"Il vetro non ha nessuna resistenza agli urti!!! Rotto con una caduta... Per il resto telefono di fascia medio bassa.
"
https://www.amazon.it/portal/customer-reviews/srp/-/R6YXJ62Q6FBUY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Gabriele,"5,0 su 5 stelle",Recensito in Italia il 29 settembre 2024,"Non è il più potente, non è il più performante, si trovano telefoni che costano meno con batteria più capiente, o più mega pixel, o processore più performante.
Ma dopo un pixel 6a, qui è come tornare a casa... Ma con uno schermo decisamente migliore, finalmente. Per ora molto contento
"
https://www.amazon.it/portal/customer-reviews/srp/-/R1YG9K59A38GQD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Davide,"5,0 su 5 stelle",Recensito in Italia il 8 dicembre 2024,"Anche se è il piccolo della famiglia Pixel ne sono pienamente soddisfatto . Velocità, Facilità,e aggiornamenti con corposi miglioramenti volta per volta ne fanno un ottimo smartphone. E adesso non voglio più sentire parlare di altre marche di smartphone.
"
https://www.amazon.it/portal/customer-reviews/srp/-/R3KSEJAZOB0IQ1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Massimiliano Milanesi,"5,0 su 5 stelle",Recensito in Italia il 7 agosto 2024,"Che dire se non che è il miglior smartphone compatto che esista sul mercato? Design stupendo, 7 anni di aggiornamenti e la ROM di Android stock che in quanto a features e pulizia nessuno può garantire. È davvero perfetto e lo consiglio a tutti, tra l'altro ha anche un'ottima durata della batteria 🔋
"
https://www.amazon.it/portal/customer-reviews/srp/-/R2L20L53SAF26/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Paolo ,"4,0 su 5 stelle",Recensito in Italia il 25 luglio 2024,"Buona impostazione e configurazione
Android leggermente meno efficace rispetto iOS
"
https://www.amazon.it/portal/customer-reviews/srp/-/R1B9H8CAAZ7KI2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,pavia,"2,0 su 5 stelle",Recensito in Italia il 17 agosto 2025,"Inizialmente tutto bene, ora lento e surriscalda.
Dubito che ne acquisterò un' altro.

Confermo quanto scritto sopra.

Adesso lo l' attacco dello spinotto del caricatore ha preso gioco, lo metto sotto carica e alla mattina trovo il cavo a terra.

Pessimo!!
"
